user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Dinesh Rana,12006.5,4,placeholder://scrap-images/lead-acid-battery/ba3b7d23.webp,Lead-Acid Battery,1165.43,Falling,RCY-1039,REF-105492,UPI,TXN876047681652,+91 11 3001 8673,15017.8,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Vijay Rawat,7359.9,4,placeholder://scrap-images/lead-acid-battery/6fc6eb84.webp,Lead-Acid Battery,645.67,Rising,RCY-1047,REF-105493,Cash,CASH-94735A5219,+91 11 2680 2769,9388.3,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Rahul Thakur,65979.7,0,placeholder://scrap-images/copper/8d2fa1fc.webp,Copper,47119.29,Stable,RCY-1005,REF-105494,UPI,TXN103969899609,+91 11 5942 9549,181427.4,Shakti Industries,"Narela, New Delhi",Authorized
Manoj Iyer,6185.5,6,placeholder://scrap-images/e-waste-pcb/c4cbba46.webp,E-Waste PCB,910.08,Rising,RCY-1040,REF-105495,UPI,TXN308508109331,+91 11 3890 9106,25363.5,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Jyoti Agarwal,12608.0,3,placeholder://scrap-images/e-waste-pcb/43102ee6.webp,E-Waste PCB,1812.0,Stable,RCY-1029,REF-105496,UPI,TXN804315260451,+91 11 3068 1841,50165.3,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Vikram Goel,34396.8,0,placeholder://scrap-images/newspaper/2cefa1f9.webp,Newspaper,610.43,Falling,RCY-1006,REF-105497,Cash,CASH-AB74BD7130,+91 11 7973 8285,31693.0,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Manoj Chauhan,7039.2,5,placeholder://scrap-images/small-battery/227a411b.webp,Small Battery,369.07,Stable,RCY-1001,REF-105498,UPI,TXN596397387444,+91 11 3139 6262,9707.6,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Kiran Thakur,4746.0,8,placeholder://scrap-images/small-battery/f3e11abc.webp,Small Battery,248.91,Stable,RCY-1025,REF-105499,UPI,TXN705017562941,+91 11 9348 8743,6688.5,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Manish Reddy,74557.6,0,placeholder://scrap-images/pet-bottles/119bea99.webp,PET Bottles,1131.67,Falling,RCY-1045,REF-105500,UPI,TXN249848904361,+91 11 3309 9898,87350.7,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Sneha Verma,4536.5,0,placeholder://scrap-images/iron-steel/8de33042.webp,Iron / Steel,133.88,Stable,RCY-1055,REF-105501,UPI,TXN675443766077,+91 11 5189 6237,7499.9,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Raju Joshi,4891.1,7,placeholder://scrap-images/lead-acid-battery/53901b55.webp,Lead-Acid Battery,483.13,Rising,RCY-1034,REF-105502,UPI,TXN783393828649,+91 11 1292 7676,5684.4,EcoWave Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Gaurav Saxena,74663.6,0,placeholder://scrap-images/newspaper/9ecd85c6.webp,Newspaper,1397.37,Stable,RCY-1035,REF-105503,UPI,TXN623557881706,+91 11 1583 6595,69972.2,Shakti Enterprises,"Guindy, Chennai",Authorized
Ashok Thakur,27449.7,0,placeholder://scrap-images/pet-bottles/46f1493e.webp,PET Bottles,429.92,Stable,RCY-1009,REF-105504,UPI,TXN538817896518,+91 11 9408 2560,32268.6,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Naveen Bhatt,20442.1,0,placeholder://scrap-images/copper/d6f0dd88.webp,Copper,14911.39,Rising,RCY-1019,REF-105505,Cash,CASH-3F1ED6D2D7,+91 11 1342 3266,47956.4,Green India Metals,"Narela, New Delhi",Authorized
Sunita Agarwal,45704.7,0,placeholder://scrap-images/hard-plastics/ec1fa0c9.webp,Hard Plastics,936.29,Rising,RCY-1045,REF-105506,UPI,TXN649970347332,+91 11 6584 3502,54073.3,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Vijay Saxena,13957.3,3,placeholder://scrap-images/small-battery/efab8dbd.webp,Small Battery,704.03,Stable,RCY-1016,REF-105507,UPI,TXN689873795166,+91 11 6868 8161,20892.6,Greenline Enterprises,"Narela, New Delhi",Authorized
Aarti Pandey,7568.2,0,placeholder://scrap-images/newspaper/245d56f3.webp,Newspaper,143.1,Falling,RCY-1049,REF-105508,UPI,TXN375027093096,+91 11 5860 5928,7082.3,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Suresh Rana,11360.8,1,placeholder://scrap-images/small-battery/c1d8c9c0.webp,Small Battery,576.49,Rising,RCY-1038,REF-105509,UPI,TXN678765843029,+91 11 4453 2185,16582.0,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Ajay Chauhan,80045.8,0,placeholder://scrap-images/hard-plastics/b04be5b9.webp,Hard Plastics,1618.93,Stable,RCY-1018,REF-105510,Cash,CASH-BA48C00AC6,+91 11 3152 4010,112197.4,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Raju Bansal,9417.0,6,placeholder://scrap-images/small-battery/e586af00.webp,Small Battery,483.45,Falling,RCY-1018,REF-105511,UPI,TXN760953114328,+91 11 7722 4597,15509.2,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Payal Tiwari,55553.9,0,placeholder://scrap-images/iron-steel/5694ad69.webp,Iron / Steel,1726.75,Stable,RCY-1050,REF-105512,Cash,CASH-A7CDDE87A6,+91 11 8233 9707,90462.2,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Vijay Singh,64059.3,0,placeholder://scrap-images/pet-bottles/a1049105.webp,PET Bottles,894.34,Stable,RCY-1053,REF-105513,UPI,TXN113157606363,+91 11 6511 3634,71118.2,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Ramesh Chauhan,1704.9,5,placeholder://scrap-images/small-battery/b583e025.webp,Small Battery,83.62,Rising,RCY-1005,REF-105514,UPI,TXN516151962299,+91 11 7048 7043,2355.5,Shakti Industries,"Narela, New Delhi",Authorized
Seema Bansal,78170.5,0,placeholder://scrap-images/pet-bottles/2a12a85b.webp,PET Bottles,1078.84,Falling,RCY-1043,REF-105515,Cash,CASH-F0A95AF425,+91 11 4317 6238,82469.1,Urban Waste Management,"Ludhiana, Punjab",Authorized
Yogesh Joshi,1320.8,7,placeholder://scrap-images/e-waste-pcb/d1f9fd3d.webp,E-Waste PCB,208.33,Rising,RCY-1040,REF-105516,UPI,TXN933152511167,+91 11 6398 7608,5458.9,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Vinod Tiwari,4079.9,7,placeholder://scrap-images/lead-acid-battery/ea1d12f7.webp,Lead-Acid Battery,417.09,Falling,RCY-1021,REF-105517,UPI,TXN263119445078,+91 11 9264 4197,5383.1,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Naveen Tiwari,73172.5,0,placeholder://scrap-images/pet-bottles/4beb99df.webp,PET Bottles,1074.5,Stable,RCY-1044,REF-105518,UPI,TXN234832030286,+91 11 7936 6963,79801.0,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Meena Das,67737.2,0,placeholder://scrap-images/pet-bottles/40bb750c.webp,PET Bottles,1081.41,Stable,RCY-1013,REF-105519,UPI,TXN475197887894,+91 11 9335 7423,67263.0,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Sanjay Joshi,1400.9,7,placeholder://scrap-images/lead-acid-battery/d2c0675a.webp,Lead-Acid Battery,134.58,Rising,RCY-1038,REF-105520,UPI,TXN405731557598,+91 11 7662 3528,1704.9,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Nisha Bhatt,18476.3,0,placeholder://scrap-images/iron-steel/cf35b5bc.webp,Iron / Steel,600.76,Rising,RCY-1005,REF-105521,UPI,TXN882481334003,+91 11 9631 4378,35974.7,Shakti Industries,"Narela, New Delhi",Authorized
Priya Bose,40236.1,0,placeholder://scrap-images/iron-steel/74052f5a.webp,Iron / Steel,1314.51,Rising,RCY-1014,REF-105522,UPI,TXN913529983225,+91 11 1914 2896,75856.0,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Geeta Sinha,43269.0,0,placeholder://scrap-images/pet-bottles/9090f580.webp,PET Bottles,677.33,Rising,RCY-1047,REF-105523,Cash,CASH-3FBF92D93F,+91 11 1598 4357,44880.3,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Suresh Malhotra,6508.8,6,placeholder://scrap-images/lead-acid-battery/467f2912.webp,Lead-Acid Battery,659.95,Stable,RCY-1040,REF-105524,Cash,CASH-B689445D72,+91 11 1907 7435,8414.3,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Neha Bansal,34695.9,0,placeholder://scrap-images/iron-steel/e2385e2a.webp,Iron / Steel,1119.9,Falling,RCY-1033,REF-105525,UPI,TXN436687795621,+91 11 8030 1420,60908.8,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Pooja Bose,12513.9,7,placeholder://scrap-images/e-waste-pcb/ce6f12a1.webp,E-Waste PCB,1998.33,Rising,RCY-1034,REF-105526,Cash,CASH-8E66580B3C,+91 11 7631 3926,50897.3,EcoWave Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Sanjay Bhatt,13747.4,3,placeholder://scrap-images/lead-acid-battery/592c167a.webp,Lead-Acid Battery,1219.74,Rising,RCY-1021,REF-105527,Cash,CASH-C4CFBF3A41,+91 11 7861 8488,16125.0,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Shalini Pandey,5761.3,1,placeholder://scrap-images/e-waste-pcb/0243d403.webp,E-Waste PCB,923.86,Falling,RCY-1031,REF-105528,Cash,CASH-A5E6F22D0B,+91 11 4199 7775,23035.3,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Arjun Sharma,37385.9,0,placeholder://scrap-images/hard-plastics/2d03ca6c.webp,Hard Plastics,800.66,Stable,RCY-1022,REF-105529,UPI,TXN619505493497,+91 11 2936 7826,47945.4,Sunrise Waste Management,"Guindy, Chennai",Authorized
Vinod Das,2493.3,2,placeholder://scrap-images/small-battery/8e0568e2.webp,Small Battery,133.57,Stable,RCY-1052,REF-105530,UPI,TXN875594370941,+91 11 5180 6559,4088.1,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Preeti Agarwal,4110.0,5,placeholder://scrap-images/small-battery/6d75ccae.webp,Small Battery,208.61,Rising,RCY-1034,REF-105531,UPI,TXN564646174575,+91 11 2578 5935,6079.3,EcoWave Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Raju Chauhan,533.0,6,placeholder://scrap-images/lead-acid-battery/596774d4.webp,Lead-Acid Battery,54.02,Stable,RCY-1035,REF-105532,UPI,TXN802310373329,+91 11 1277 9046,678.8,Shakti Enterprises,"Guindy, Chennai",Authorized
Rina Patel,12089.2,8,placeholder://scrap-images/lead-acid-battery/7eb77f51.webp,Lead-Acid Battery,1233.42,Stable,RCY-1000,REF-105533,UPI,TXN374125083570,+91 11 1659 9729,13464.7,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Jyoti Chopra,9050.8,4,placeholder://scrap-images/lead-acid-battery/f8743c10.webp,Lead-Acid Battery,865.75,Rising,RCY-1025,REF-105534,UPI,TXN703948999006,+91 11 6964 7827,10637.9,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Neha Kapoor,1093.2,4,placeholder://scrap-images/lead-acid-battery/b37bc782.webp,Lead-Acid Battery,95.77,Stable,RCY-1028,REF-105535,Cash,CASH-5E77B434F8,+91 11 9649 7306,1419.5,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Raju Nair,14008.5,1,placeholder://scrap-images/e-waste-pcb/b6af6abc.webp,E-Waste PCB,2204.46,Stable,RCY-1024,REF-105536,UPI,TXN797527460576,+91 11 2600 4296,51525.2,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Ajay Rana,29845.1,0,placeholder://scrap-images/copper/336cd5bd.webp,Copper,20379.65,Rising,RCY-1005,REF-105537,UPI,TXN962223910102,+91 11 1210 5763,81113.2,Shakti Industries,"Narela, New Delhi",Authorized
Preeti Pandey,7797.6,1,placeholder://scrap-images/e-waste-pcb/9ec29b20.webp,E-Waste PCB,1134.92,Stable,RCY-1055,REF-105538,UPI,TXN879634416223,+91 11 8942 6901,33653.1,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Yogesh Pandey,70491.1,0,placeholder://scrap-images/iron-steel/fc33b5ae.webp,Iron / Steel,2381.89,Rising,RCY-1015,REF-105539,UPI,TXN689336107540,+91 11 3331 8511,133562.9,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Jyoti Das,30780.1,0,placeholder://scrap-images/copper/97670e2f.webp,Copper,20197.99,Falling,RCY-1017,REF-105540,UPI,TXN696642604925,+91 11 1381 6602,73305.0,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Harish Malhotra,11970.0,1,placeholder://scrap-images/e-waste-pcb/4128b54a.webp,E-Waste PCB,1751.48,Stable,RCY-1008,REF-105541,UPI,TXN403939301265,+91 11 6776 8294,47194.1,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Naveen Mishra,12475.5,6,placeholder://scrap-images/small-battery/9a1d742c.webp,Small Battery,647.07,Stable,RCY-1013,REF-105542,UPI,TXN250798491729,+91 11 9468 2372,17696.4,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Kiran Agarwal,55748.5,0,placeholder://scrap-images/hard-plastics/779bc520.webp,Hard Plastics,1103.45,Falling,RCY-1015,REF-105543,UPI,TXN318725467206,+91 11 6768 7487,79335.2,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Sneha Verma,35805.1,0,placeholder://scrap-images/copper/1c164674.webp,Copper,25376.21,Rising,RCY-1046,REF-105544,UPI,TXN972135871514,+91 11 2875 6394,81271.3,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Rekha Rawat,2017.2,6,placeholder://scrap-images/e-waste-pcb/8fec2c06.webp,E-Waste PCB,309.43,Falling,RCY-1011,REF-105545,UPI,TXN543763455870,+91 11 4017 3027,7988.1,Sunrise Enterprises,"Narela, New Delhi",Authorized
Divya Bhatt,6629.3,8,placeholder://scrap-images/e-waste-pcb/d0a0a883.webp,E-Waste PCB,1061.22,Rising,RCY-1001,REF-105546,Cash,CASH-C290CFB656,+91 11 6287 8985,28437.6,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Karan Verma,12328.9,4,placeholder://scrap-images/small-battery/9fbfadff.webp,Small Battery,630.25,Stable,RCY-1011,REF-105547,UPI,TXN943749912692,+91 11 3180 9374,18049.1,Sunrise Enterprises,"Narela, New Delhi",Authorized
Anita Agarwal,14747.7,6,placeholder://scrap-images/small-battery/52f82c3b.webp,Small Battery,725.75,Stable,RCY-1048,REF-105548,UPI,TXN839246305852,+91 11 1820 8707,21357.6,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Payal Sinha,7242.7,1,placeholder://scrap-images/e-waste-pcb/37a7f1d7.webp,E-Waste PCB,1132.58,Stable,RCY-1035,REF-105549,UPI,TXN437004045647,+91 11 5323 4732,28308.1,Shakti Enterprises,"Guindy, Chennai",Authorized
Manish Tiwari,88559.6,0,placeholder://scrap-images/newspaper/05450e63.webp,Newspaper,1616.03,Stable,RCY-1041,REF-105550,Cash,CASH-1465F662FA,+91 11 2163 7659,77535.3,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Ankit Pandey,14112.4,6,placeholder://scrap-images/lead-acid-battery/4ae2777c.webp,Lead-Acid Battery,1421.91,Stable,RCY-1015,REF-105551,UPI,TXN844780830807,+91 11 2328 1283,16683.2,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Karan Chauhan,12683.5,3,placeholder://scrap-images/lead-acid-battery/d5cd02cb.webp,Lead-Acid Battery,1149.61,Rising,RCY-1056,REF-105552,UPI,TXN568836643447,+91 11 9253 5638,13763.7,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Sunita Nair,8205.9,7,placeholder://scrap-images/e-waste-pcb/97af676d.webp,E-Waste PCB,1249.52,Rising,RCY-1013,REF-105553,Cash,CASH-5A790923C6,+91 11 5453 3096,31790.6,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Harish Gupta,7688.1,6,placeholder://scrap-images/small-battery/734798a7.webp,Small Battery,398.57,Stable,RCY-1018,REF-105554,Cash,CASH-C38E52D3A9,+91 11 6408 2633,11012.2,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Nisha Kapoor,47523.5,0,placeholder://scrap-images/pet-bottles/ef23b895.webp,PET Bottles,719.5,Rising,RCY-1052,REF-105555,UPI,TXN968925338048,+91 11 5036 7184,48721.1,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Preeti Kumar,11415.4,8,placeholder://scrap-images/e-waste-pcb/99e88888.webp,E-Waste PCB,1698.07,Falling,RCY-1016,REF-105556,UPI,TXN632452433367,+91 11 8020 7540,41143.4,Greenline Enterprises,"Narela, New Delhi",Authorized
Rohit Bansal,5373.9,0,placeholder://scrap-images/copper/df055589.webp,Copper,3377.31,Rising,RCY-1015,REF-105557,Cash,CASH-4824BE1E79,+91 11 8421 9095,13359.1,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Rohit Rawat,76485.4,0,placeholder://scrap-images/pet-bottles/2f6c7800.webp,PET Bottles,1104.83,Stable,RCY-1033,REF-105558,UPI,TXN508739475648,+91 11 8388 1501,81469.6,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Suresh Verma,70378.1,0,placeholder://scrap-images/newspaper/d3d3f6b3.webp,Newspaper,1216.89,Stable,RCY-1032,REF-105559,UPI,TXN789253692171,+91 11 5161 3817,61658.3,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Seema Malhotra,21389.9,0,placeholder://scrap-images/iron-steel/170717c7.webp,Iron / Steel,689.29,Stable,RCY-1050,REF-105560,UPI,TXN751980787720,+91 11 5325 9370,36819.3,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
Shalini Rana,1090.3,0,placeholder://scrap-images/copper/3dba9e90.webp,Copper,696.32,Stable,RCY-1003,REF-105561,Cash,CASH-30E68E1C0C,+91 11 1469 8679,2685.2,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Amit Bansal,89977.9,0,placeholder://scrap-images/copper/1c95aab1.webp,Copper,58535.29,Stable,RCY-1055,REF-105562,UPI,TXN595535371221,+91 11 7941 1146,228991.0,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Jyoti Thakur,16733.3,0,placeholder://scrap-images/iron-steel/778577f3.webp,Iron / Steel,496.04,Stable,RCY-1026,REF-105563,Cash,CASH-DA25E8828E,+91 11 6497 5778,30736.1,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Naveen Chauhan,57056.9,0,placeholder://scrap-images/iron-steel/bb2db36e.webp,Iron / Steel,1878.96,Rising,RCY-1041,REF-105564,Cash,CASH-A0CD8018FB,+91 11 7015 4556,108123.1,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Vijay Agarwal,40212.7,0,placeholder://scrap-images/iron-steel/85c54892.webp,Iron / Steel,1372.27,Rising,RCY-1024,REF-105565,UPI,TXN379347789752,+91 11 8275 2012,79596.5,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Mohit Sharma,22908.3,0,placeholder://scrap-images/iron-steel/6d7b110d.webp,Iron / Steel,766.75,Stable,RCY-1011,REF-105566,Cash,CASH-8B1B653E37,+91 11 2762 5702,40168.1,Sunrise Enterprises,"Narela, New Delhi",Authorized
Sandeep Nair,23671.3,0,placeholder://scrap-images/hard-plastics/12240436.webp,Hard Plastics,478.87,Rising,RCY-1012,REF-105567,UPI,TXN146008528671,+91 11 6678 9540,30813.9,New Delhi Recyclers,"Kanpur, Uttar Pradesh",Authorized
Vikram Rawat,72777.2,0,placeholder://scrap-images/pet-bottles/ae985102.webp,PET Bottles,1131.72,Falling,RCY-1059,REF-105568,UPI,TXN521262271954,+91 11 6280 9161,73098.4,Sunrise Metals,"Peenya, Bengaluru",Authorized
Rahul Iyer,9979.4,8,placeholder://scrap-images/lead-acid-battery/e4e10fef.webp,Lead-Acid Battery,987.93,Falling,RCY-1045,REF-105569,UPI,TXN539490689574,+91 11 7739 4178,12624.6,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Jyoti Iyer,12681.6,7,placeholder://scrap-images/small-battery/23284524.webp,Small Battery,605.48,Falling,RCY-1049,REF-105570,UPI,TXN910690273703,+91 11 9075 9893,17805.9,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Sanjay Sinha,3201.4,4,placeholder://scrap-images/lead-acid-battery/a6c6ce02.webp,Lead-Acid Battery,316.17,Stable,RCY-1029,REF-105571,Cash,CASH-253B7CDB0B,+91 11 7988 1460,3684.6,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Arjun Pandey,13001.2,2,placeholder://scrap-images/small-battery/b23890a5.webp,Small Battery,664.45,Stable,RCY-1035,REF-105572,UPI,TXN629460902530,+91 11 9309 5889,18633.1,Shakti Enterprises,"Guindy, Chennai",Authorized
Seema Agarwal,8240.5,6,placeholder://scrap-images/lead-acid-battery/72cdae49.webp,Lead-Acid Battery,728.53,Stable,RCY-1044,REF-105573,UPI,TXN562748136640,+91 11 3312 9735,9913.7,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Manish Bhatt,7739.0,4,placeholder://scrap-images/e-waste-pcb/0dbbe0fe.webp,E-Waste PCB,1158.06,Rising,RCY-1000,REF-105574,Cash,CASH-11A7E9961B,+91 11 4233 4700,31526.9,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Jyoti Pandey,4255.0,4,placeholder://scrap-images/e-waste-pcb/46a23825.webp,E-Waste PCB,602.75,Rising,RCY-1008,REF-105575,UPI,TXN640116872682,+91 11 6171 9853,18586.8,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Ajay Reddy,1673.9,3,placeholder://scrap-images/lead-acid-battery/c6dfca2d.webp,Lead-Acid Battery,155.05,Rising,RCY-1053,REF-105576,Cash,CASH-241FF4F81B,+91 11 8310 2059,2106.9,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Pooja Agarwal,1917.3,8,placeholder://scrap-images/lead-acid-battery/ce40be44.webp,Lead-Acid Battery,180.44,Falling,RCY-1007,REF-105577,UPI,TXN676377580276,+91 11 1826 7579,2247.3,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Rina Mehta,46274.3,0,placeholder://scrap-images/hard-plastics/1858e215.webp,Hard Plastics,909.85,Falling,RCY-1047,REF-105578,UPI,TXN282819589222,+91 11 4776 5595,55265.0,EcoWave Recycling Hub,"Ludhiana, Punjab",Pending Verification
Jyoti Chopra,3781.4,0,placeholder://scrap-images/iron-steel/94685d55.webp,Iron / Steel,113.85,Stable,RCY-1042,REF-105579,UPI,TXN348691795945,+91 11 6453 9883,7243.6,Shakti Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Rina Sinha,25747.2,0,placeholder://scrap-images/hard-plastics/ea8c20a4.webp,Hard Plastics,526.48,Stable,RCY-1054,REF-105580,Cash,CASH-C089DE682D,+91 11 9340 6161,32168.6,National Scrap Traders,"Okhla Phase 2, New Delhi",Authorized
Nisha Nair,14744.0,0,placeholder://scrap-images/iron-steel/1d1e944a.webp,Iron / Steel,434.17,Stable,RCY-1016,REF-105581,Cash,CASH-8DC1A6919B,+91 11 3935 9252,25808.8,Greenline Enterprises,"Narela, New Delhi",Authorized
Payal Mishra,60441.0,0,placeholder://scrap-images/hard-plastics/0cc9e186.webp,Hard Plastics,1195.95,Stable,RCY-1026,REF-105582,UPI,TXN183824792920,+91 11 6109 6611,82502.6,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Gaurav Joshi,10135.8,2,placeholder://scrap-images/small-battery/fcb184f2.webp,Small Battery,546.12,Falling,RCY-1056,REF-105583,UPI,TXN307033395517,+91 11 3837 7475,14291.2,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Rohit Kumar,7878.7,5,placeholder://scrap-images/e-waste-pcb/39297099.webp,E-Waste PCB,1145.9,Stable,RCY-1049,REF-105584,Cash,CASH-36AF2F92B7,+91 11 1391 9534,34426.1,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Arjun Pandey,21410.4,0,placeholder://scrap-images/hard-plastics/cc936f05.webp,Hard Plastics,435.76,Rising,RCY-1005,REF-105585,UPI,TXN838688690062,+91 11 9304 8012,30363.8,Shakti Industries,"Narela, New Delhi",Authorized
Pooja Tiwari,64181.5,0,placeholder://scrap-images/iron-steel/c5dd0021.webp,Iron / Steel,2161.26,Rising,RCY-1005,REF-105586,Cash,CASH-CD3020EC73,+91 11 1206 6130,125811.6,Shakti Industries,"Narela, New Delhi",Authorized
Harish Tiwari,2949.1,0,placeholder://scrap-images/hard-plastics/115dcf45.webp,Hard Plastics,55.4,Rising,RCY-1018,REF-105587,UPI,TXN511255309547,+91 11 3493 2076,3571.5,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Swati Iyer,13092.3,6,placeholder://scrap-images/small-battery/fe0d30cb.webp,Small Battery,644.72,Rising,RCY-1026,REF-105588,Cash,CASH-225550F363,+91 11 3559 1623,18534.4,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Karan Verma,23805.4,0,placeholder://scrap-images/newspaper/fcd01d86.webp,Newspaper,457.11,Falling,RCY-1026,REF-105589,Cash,CASH-B40E0BE40B,+91 11 1882 4107,23267.2,EcoCircle Recycling Hub,"Dharavi, Mumbai",Authorized
Ajay Goel,4706.5,0,placeholder://scrap-images/hard-plastics/af9b9272.webp,Hard Plastics,99.03,Stable,RCY-1058,REF-105590,UPI,TXN629848930858,+91 11 6788 4827,6626.2,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Kavya Singh,14752.6,8,placeholder://scrap-images/small-battery/34ac30a5.webp,Small Battery,744.2,Stable,RCY-1006,REF-105591,UPI,TXN180618507319,+91 11 6741 7610,21947.1,National Metals,"Mayapuri Industrial Area, Delhi",Authorized
Shalini Kapoor,10809.9,8,placeholder://scrap-images/lead-acid-battery/39d651e3.webp,Lead-Acid Battery,1083.12,Stable,RCY-1031,REF-105592,Cash,CASH-54A1614210,+91 11 9272 2448,12975.1,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Sandeep Gupta,7998.0,7,placeholder://scrap-images/lead-acid-battery/eeeb2950.webp,Lead-Acid Battery,715.92,Stable,RCY-1017,REF-105593,UPI,TXN609588726557,+91 11 2108 6964,9533.3,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Nisha Pandey,77293.4,0,placeholder://scrap-images/newspaper/3d02caf6.webp,Newspaper,1499.64,Falling,RCY-1000,REF-105594,Cash,CASH-E9B23E2586,+91 11 1304 5232,73203.3,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Karan Sinha,11864.3,5,placeholder://scrap-images/lead-acid-battery/1d56f1ac.webp,Lead-Acid Battery,1044.98,Stable,RCY-1033,REF-105595,UPI,TXN141196112736,+91 11 1902 4173,15364.0,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
